activity_id,lead_id,rep_id,activity_type,activity_outcome,activity_date
9583,6737,22,Call,Negative,2025-11-11
9584,6986,31,Meeting,Positive,2025-07-10
9585,3669,20,Email,Positive,2026-02-21
9586,7350,27,Meeting,Negative,2026-06-15
9587,5810,45,Meeting,Neutral,2026-01-10
9588,917,3,Call,Neutral,2025-11-15
9589,8384,31,Email,Positive,2026-04-13
9590,2957,40,Meeting,Neutral,2026-03-14
9591,9939,7,Call,Negative,2025-06-27
9592,1795,36,Call,Negative,2025-12-07
9593,1674,21,Demo,Neutral,2026-02-20
9594,6017,18,Call,Negative,2025-07-03
9595,5257,39,Demo,Positive,2026-01-01
9596,762,35,Call,Negative,2025-08-21
9597,8587,20,Meeting,Neutral,2026-01-20
9598,5207,14,Email,Neutral,2025-10-08
9599,1782,26,Call,Positive,2025-07-23
9600,1001,19,Email,Neutral,2025-11-13
9601,4227,22,Meeting,Negative,2025-06-17
9602,5142,42,Meeting,Neutral,2026-01-04
9603,3546,26,Demo,Positive,2026-03-17
9604,3358,48,Call,Positive,2025-08-11
9605,843,2,Demo,Negative,2026-04-06
9606,9105,28,Meeting,Positive,2025-09-09
9607,7494,18,Call,Negative,2026-02-15
9608,2109,9,Meeting,Neutral,2025-07-05
9609,5148,18,Demo,Negative,2026-02-27
9610,5559,41,Call,Positive,2026-04-28
9611,5902,10,Email,Positive,2025-12-20
9612,5769,30,Meeting,Positive,2026-01-28
9613,3534,42,Email,Positive,2026-01-09
9614,451,31,Email,Neutral,2026-03-07
9615,4795,28,Email,Negative,2025-11-04
9616,3278,1,Demo,Positive,2025-08-05
9617,3492,48,Demo,Negative,2026-02-23
9618,7404,50,Demo,Positive,2026-02-16
9619,9852,15,Meeting,Negative,2026-05-17
9620,6071,6,Meeting,Neutral,2025-11-12
9621,2299,23,Email,Positive,2025-06-20
9622,6449,12,Call,Neutral,2026-04-15
9623,6452,3,Meeting,Positive,2026-02-13
9624,7665,44,Demo,Positive,2026-05-25
9625,3451,13,Demo,Neutral,2025-11-22
9626,5244,25,Meeting,Positive,2025-11-21
9627,2938,28,Meeting,Neutral,2026-01-20
9628,2869,24,Demo,Negative,2025-07-04
9629,9184,42,Email,Negative,2026-02-21
9630,1116,46,Demo,Positive,2025-12-04
9631,6644,12,Demo,Negative,2025-10-28
9632,1936,21,Meeting,Neutral,2025-10-07
9633,7711,29,Call,Negative,2025-11-16
9634,1448,22,Call,Neutral,2026-04-22
9635,4115,15,Call,Neutral,2026-01-07
9636,1943,19,Email,Positive,2025-10-23
9637,8225,12,Demo,Positive,2026-04-30
9638,352,8,Email,Neutral,2025-09-29
9639,5684,28,Email,Negative,2026-03-24
9640,9555,42,Call,Negative,2025-08-18
9641,5453,16,Meeting,Neutral,2025-10-25
9642,6789,43,Meeting,Positive,2025-10-30
9643,7692,43,Email,Positive,2026-04-28
9644,621,25,Email,Neutral,2025-08-14
9645,3425,28,Call,Positive,2026-04-18
9646,2711,19,Call,Neutral,2026-05-21
9647,1667,29,Meeting,Neutral,2025-11-11
9648,6526,36,Meeting,Negative,2026-05-10
9649,9641,32,Call,Negative,2025-07-08
9650,3789,39,Call,Positive,2026-02-23
9651,5254,49,Demo,Negative,2025-10-11
9652,8203,36,Email,Neutral,2025-10-22
9653,8621,37,Demo,Positive,2025-11-02
9654,1819,35,Email,Neutral,2026-04-18
9655,3847,14,Call,Neutral,2025-12-05
9656,7801,6,Call,Negative,2025-12-12
9657,4534,20,Demo,Positive,2025-11-09
9658,3167,28,Email,Neutral,2025-10-25
9659,4911,10,Email,Positive,2025-10-27
9660,1501,16,Call,Neutral,2025-12-11
9661,8571,19,Email,Positive,2025-10-26
9662,5838,48,Demo,Negative,2026-03-08
9663,8537,36,Meeting,Positive,2026-03-31
9664,7712,27,Call,Neutral,2025-08-13
9665,3360,48,Call,Negative,2025-06-26
9666,8565,38,Demo,Positive,2025-09-11
9667,8178,41,Call,Negative,2026-05-28
9668,9075,9,Demo,Negative,2025-08-30
9669,4853,28,Meeting,Negative,2026-05-26
9670,9735,34,Call,Negative,2026-03-09
9671,4935,14,Call,Positive,2026-01-30
9672,3382,46,Demo,Positive,2025-08-12
9673,7267,19,Call,Negative,2025-11-06
9674,4231,26,Demo,Neutral,2025-11-01
9675,5993,1,Email,Negative,2026-02-12
9676,55,49,Call,Positive,2025-08-25
9677,2771,29,Call,Positive,2025-07-13
9678,9417,22,Call,Positive,2025-09-12
9679,8273,49,Meeting,Neutral,2026-02-17
9680,6355,15,Email,Neutral,2025-11-28
9681,8455,25,Email,Positive,2025-09-25
9682,3053,35,Email,Positive,2026-04-20
9683,6094,40,Meeting,Neutral,2026-02-28
9684,3532,4,Demo,Positive,2026-03-17
9685,8979,13,Demo,Positive,2025-12-01
9686,5596,4,Email,Neutral,2025-07-27
9687,4469,26,Email,Positive,2026-04-15
9688,6775,3,Demo,Neutral,2025-12-19
9689,2969,43,Demo,Negative,2025-11-07
9690,785,29,Demo,Negative,2025-06-18
9691,6534,17,Call,Negative,2025-08-30
9692,9429,43,Call,Neutral,2025-10-31
9693,2664,29,Email,Neutral,2025-08-20
9694,9522,6,Meeting,Positive,2026-02-09
9695,2898,13,Email,Neutral,2025-10-11
9696,3324,8,Call,Negative,2026-03-06
9697,288,50,Email,Negative,2025-07-18
9698,7169,47,Demo,Neutral,2026-05-19
9699,7972,48,Email,Neutral,2025-07-08
9700,3054,18,Meeting,Negative,2026-03-28
9701,6027,44,Email,Neutral,2025-12-23
9702,9194,14,Call,Positive,2026-01-01
9703,9438,43,Meeting,Neutral,2026-02-01
9704,3420,39,Meeting,Positive,2026-04-22
9705,197,43,Demo,Positive,2026-03-02
9706,5801,5,Email,Negative,2025-10-08
9707,7690,49,Email,Neutral,2025-11-22
9708,2091,3,Email,Neutral,2025-10-07
9709,8691,42,Email,Positive,2025-10-18
9710,812,33,Demo,Negative,2026-01-17
9711,4967,41,Email,Negative,2025-06-27
9712,9097,13,Demo,Neutral,2025-10-16
9713,9068,5,Call,Positive,2025-11-03
9714,2537,42,Call,Neutral,2025-09-26
9715,2724,39,Call,Neutral,2026-02-04
9716,3276,7,Demo,Negative,2025-11-29
9717,8489,19,Demo,Negative,2025-10-27
9718,9583,13,Email,Positive,2026-05-15
9719,893,14,Call,Neutral,2025-12-30
9720,566,9,Call,Negative,2026-03-30
9721,3410,21,Email,Negative,2025-06-28
9722,1578,36,Demo,Negative,2025-09-10
9723,7104,45,Meeting,Neutral,2025-06-29
9724,453,24,Call,Positive,2025-11-21
9725,7743,10,Call,Positive,2026-05-28
9726,4822,9,Email,Neutral,2026-06-08
9727,6663,5,Demo,Neutral,2026-03-04
9728,3501,23,Demo,Negative,2025-08-13
9729,3416,3,Call,Positive,2026-05-26
9730,3404,28,Demo,Neutral,2026-05-29
9731,5435,28,Meeting,Negative,2025-11-29
9732,425,15,Call,Negative,2025-09-11
9733,4848,44,Demo,Negative,2026-01-22
9734,4677,48,Demo,Negative,2025-08-23
9735,9129,1,Email,Neutral,2025-11-04
9736,4778,4,Call,Negative,2026-02-15
9737,6609,36,Meeting,Neutral,2025-07-28
9738,7030,32,Meeting,Negative,2025-09-17
9739,9506,26,Call,Negative,2026-03-21
9740,1224,19,Demo,Neutral,2025-09-19
9741,4562,32,Call,Negative,2026-01-26
9742,7792,25,Email,Positive,2026-04-05
9743,5766,28,Call,Negative,2025-08-30
9744,6333,35,Email,Positive,2025-08-18
9745,5426,27,Demo,Negative,2025-07-05
9746,462,19,Call,Neutral,2025-11-08
9747,4580,17,Meeting,Negative,2026-05-02
9748,1876,23,Email,Neutral,2026-01-19
9749,6939,29,Email,Positive,2025-11-12
9750,7235,33,Email,Positive,2025-12-21
9751,4476,26,Demo,Neutral,2025-09-04
9752,2943,49,Meeting,Neutral,2026-05-08
9753,7766,35,Call,Negative,2026-03-01
9754,7233,36,Meeting,Positive,2026-05-13
9755,3974,25,Email,Negative,2026-03-12
9756,7133,15,Demo,Positive,2025-10-19
9757,4650,48,Call,Neutral,2026-04-12
9758,7159,2,Email,Negative,2025-11-26
9759,3550,11,Call,Positive,2026-01-05
9760,3281,2,Call,Neutral,2025-11-05
9761,5911,26,Call,Neutral,2026-04-02
9762,4661,26,Email,Negative,2025-09-15
9763,5238,31,Demo,Positive,2025-07-18
9764,844,41,Demo,Neutral,2026-02-14
9765,2242,45,Call,Neutral,2026-05-02
9766,8395,41,Meeting,Positive,2026-04-23
9767,7390,32,Meeting,Negative,2025-11-04
9768,9494,48,Demo,Positive,2025-08-21
9769,5020,11,Demo,Positive,2025-10-23
9770,4117,17,Email,Positive,2026-04-26
9771,4253,16,Demo,Positive,2025-07-17
9772,6053,27,Demo,Negative,2025-12-04
9773,6800,45,Call,Positive,2026-03-21
9774,5190,19,Demo,Positive,2025-09-03
9775,2816,31,Demo,Neutral,2025-09-16
9776,6862,36,Email,Negative,2025-09-09
9777,8604,41,Email,Positive,2025-12-05
9778,1269,14,Demo,Positive,2025-11-20
9779,8179,43,Email,Neutral,2026-05-28
9780,4467,36,Meeting,Neutral,2025-06-30
9781,7099,28,Email,Positive,2025-08-27
9782,5058,47,Meeting,Neutral,2026-01-29
9783,6975,9,Demo,Negative,2025-09-25
9784,5984,5,Call,Neutral,2026-04-17
9785,340,13,Email,Positive,2026-03-12
9786,3417,14,Demo,Neutral,2026-01-22
9787,4367,41,Call,Negative,2025-08-12
9788,995,38,Email,Negative,2026-05-16
9789,4959,39,Call,Negative,2026-01-03
9790,1993,12,Call,Negative,2025-10-16
9791,865,25,Meeting,Neutral,2026-06-04
9792,2549,33,Meeting,Negative,2025-12-08
9793,8159,14,Email,Neutral,2025-08-03
9794,2394,33,Demo,Positive,2025-11-02
9795,7399,2,Call,Neutral,2025-08-19
9796,8355,46,Demo,Neutral,2025-12-14
9797,6672,9,Call,Positive,2026-03-24
9798,8954,15,Email,Positive,2026-02-03
9799,9822,31,Email,Neutral,2025-09-12
9800,3285,34,Call,Negative,2026-02-08
9801,1284,10,Call,Negative,2025-08-07
9802,9072,38,Call,Neutral,2025-07-20
9803,7225,23,Meeting,Neutral,2025-12-30
9804,4642,6,Demo,Negative,2026-02-11
9805,3579,3,Demo,Positive,2026-03-15
9806,9727,9,Call,Positive,2025-11-01
9807,588,48,Demo,Positive,2026-05-24
9808,5025,11,Demo,Negative,2026-04-23
9809,9621,38,Call,Positive,2025-09-10
9810,9849,45,Call,Positive,2025-08-08
9811,4536,42,Call,Neutral,2025-12-23
9812,34,43,Call,Neutral,2026-01-05
9813,8898,14,Meeting,Positive,2025-06-18
9814,1824,16,Call,Positive,2025-10-22
9815,510,43,Email,Positive,2025-10-19
9816,902,15,Meeting,Negative,2026-05-13
9817,403,5,Demo,Neutral,2025-12-30
9818,999,3,Meeting,Neutral,2025-10-03
9819,7197,36,Meeting,Neutral,2026-06-11
9820,6888,16,Email,Positive,2026-05-11
9821,6689,4,Email,Negative,2026-03-27
9822,2711,24,Email,Negative,2025-12-12
9823,7216,36,Call,Negative,2025-06-30
9824,5872,20,Email,Negative,2025-06-25
9825,4600,4,Email,Positive,2025-10-29
9826,2166,40,Email,Negative,2025-08-06
9827,8861,20,Call,Negative,2025-12-24
9828,5280,16,Email,Positive,2026-04-23
9829,5348,39,Call,Neutral,2025-06-16
9830,2384,47,Email,Neutral,2026-01-31
9831,3378,41,Email,Neutral,2026-01-15
9832,9866,28,Email,Neutral,2026-05-25
9833,5540,32,Email,Positive,2025-11-30
9834,6939,42,Demo,Negative,2026-04-21
9835,5782,50,Email,Neutral,2025-10-07
9836,6324,37,Email,Neutral,2025-09-11
9837,7609,12,Email,Negative,2026-04-06
9838,4999,42,Email,Neutral,2026-04-09
9839,481,26,Call,Neutral,2025-06-24
9840,7768,38,Meeting,Positive,2025-12-03
9841,1586,16,Meeting,Positive,2025-10-20
9842,5938,45,Call,Positive,2026-03-07
9843,398,39,Meeting,Negative,2026-06-02
9844,5200,43,Call,Negative,2026-02-03
9845,8085,27,Meeting,Positive,2026-01-14
9846,9256,12,Demo,Negative,2025-07-08
9847,9349,16,Meeting,Positive,2025-07-01
9848,2170,14,Meeting,Positive,2026-01-08
9849,1212,35,Email,Negative,2026-04-27
9850,2297,32,Email,Negative,2025-08-05
9851,5019,49,Meeting,Negative,2026-01-03
9852,84,34,Meeting,Positive,2026-02-22
9853,7514,36,Demo,Negative,2025-11-08
9854,6509,18,Meeting,Positive,2025-11-18
9855,7114,19,Meeting,Negative,2025-07-12
9856,839,5,Email,Negative,2026-04-05
9857,4116,13,Demo,Neutral,2025-09-12
9858,5452,24,Meeting,Negative,2025-08-28
9859,3710,11,Email,Positive,2026-01-13
9860,7351,44,Email,Negative,2026-06-13
9861,1802,34,Call,Negative,2025-08-02
9862,4729,22,Email,Negative,2026-04-24
9863,8031,30,Email,Neutral,2026-02-18
9864,974,44,Demo,Positive,2025-11-28
9865,9287,13,Call,Neutral,2025-07-07
9866,6128,19,Call,Negative,2026-01-04
9867,5220,9,Call,Neutral,2026-05-05
9868,7516,5,Call,Positive,2026-05-29
9869,8696,44,Meeting,Negative,2025-07-29
9870,337,39,Meeting,Negative,2026-05-02
9871,5197,10,Demo,Positive,2025-08-06
9872,4797,46,Call,Neutral,2025-12-17
9873,4781,14,Call,Positive,2025-07-14
9874,8326,15,Call,Negative,2026-02-15
9875,3947,38,Call,Positive,2026-05-13
9876,9726,46,Demo,Neutral,2026-03-12
9877,4494,19,Meeting,Negative,2025-11-24
9878,2859,32,Call,Negative,2026-02-02
9879,3027,7,Demo,Negative,2025-08-02
9880,7056,17,Email,Neutral,2025-11-07
9881,8733,22,Meeting,Neutral,2026-02-06
9882,5773,5,Call,Negative,2025-10-21
9883,4119,27,Call,Positive,2025-10-16
9884,9033,27,Email,Neutral,2025-08-23
9885,6814,44,Demo,Neutral,2026-06-06
9886,3804,20,Meeting,Neutral,2026-05-16
9887,6600,11,Email,Positive,2026-04-19
9888,68,46,Email,Neutral,2025-12-19
9889,4493,1,Demo,Positive,2026-01-13
9890,6720,24,Call,Neutral,2026-01-15
9891,6183,39,Meeting,Positive,2026-04-19
9892,7516,48,Meeting,Neutral,2025-07-29
9893,7608,28,Meeting,Neutral,2026-01-22
9894,9454,28,Call,Neutral,2026-03-24
9895,6218,46,Demo,Negative,2026-01-15
9896,5526,45,Demo,Neutral,2025-08-13
9897,5920,16,Email,Positive,2026-01-24
9898,2660,17,Demo,Neutral,2026-05-26
9899,498,3,Meeting,Negative,2025-10-08
9900,6636,43,Email,Neutral,2025-12-18
9901,2848,46,Demo,Negative,2025-12-19
9902,4608,15,Email,Neutral,2026-04-27
9903,4417,2,Call,Positive,2025-09-13
9904,1446,11,Email,Negative,2026-05-09
9905,6733,14,Meeting,Positive,2025-10-14
9906,4119,5,Demo,Positive,2025-12-09
9907,7525,22,Demo,Neutral,2025-12-19
9908,4309,29,Meeting,Neutral,2025-10-08
9909,5869,4,Email,Neutral,2025-12-18
9910,2157,48,Demo,Neutral,2026-01-30
9911,7090,42,Demo,Negative,2025-11-24
9912,2520,41,Call,Neutral,2025-09-23
9913,120,28,Meeting,Neutral,2026-05-26
9914,2349,33,Email,Negative,2026-04-20
9915,1002,14,Email,Negative,2026-02-27
9916,14,5,Demo,Positive,2026-04-24
9917,7097,48,Email,Positive,2026-05-19
9918,6563,4,Meeting,Positive,2026-01-13
9919,7017,39,Email,Neutral,2025-08-25
9920,6209,16,Call,Positive,2025-08-29
9921,1871,15,Demo,Positive,2025-07-04
9922,6966,44,Demo,Neutral,2026-04-16
9923,2105,11,Email,Positive,2026-02-20
9924,999,41,Meeting,Negative,2025-12-04
9925,7613,50,Demo,Positive,2025-09-06
9926,762,12,Email,Negative,2025-06-27
9927,1603,26,Meeting,Negative,2025-10-24
9928,6989,18,Meeting,Neutral,2026-03-17
9929,9603,35,Email,Neutral,2026-01-18
9930,2098,16,Meeting,Negative,2025-12-02
9931,1361,8,Meeting,Neutral,2025-10-26
9932,2101,38,Call,Positive,2026-04-27
9933,8666,32,Demo,Neutral,2026-02-15
9934,9323,37,Demo,Neutral,2026-01-16
9935,9416,48,Meeting,Negative,2025-09-12
9936,9137,12,Email,Positive,2025-10-28
9937,507,20,Call,Positive,2026-01-05
9938,4886,12,Demo,Positive,2026-05-13
9939,5027,12,Email,Neutral,2026-04-24
9940,1241,28,Email,Neutral,2025-10-31
9941,7337,14,Meeting,Negative,2025-10-12
9942,210,10,Demo,Negative,2025-09-24
9943,5090,46,Demo,Positive,2025-09-23
9944,1610,8,Call,Positive,2025-09-14
9945,6170,13,Email,Neutral,2026-05-04
9946,3495,17,Email,Neutral,2025-06-25
9947,8796,2,Meeting,Neutral,2025-11-02
9948,9834,24,Meeting,Negative,2025-12-01
9949,3630,45,Meeting,Neutral,2025-10-15
9950,6124,5,Demo,Negative,2026-02-10
9951,5703,7,Demo,Negative,2025-09-07
9952,7832,38,Call,Positive,2025-10-09
9953,7219,47,Email,Negative,2025-09-03
9954,2751,19,Demo,Positive,2025-12-17
9955,7658,43,Meeting,Negative,2025-10-02
9956,7556,37,Meeting,Negative,2026-01-01
9957,6724,15,Demo,Positive,2025-12-10
9958,8033,14,Email,Negative,2025-12-17
9959,1499,3,Demo,Negative,2025-11-22
9960,3703,12,Meeting,Negative,2025-12-05
9961,8541,7,Email,Neutral,2026-03-03
9962,9247,25,Demo,Positive,2025-08-29
9963,1807,10,Call,Neutral,2025-12-12
9964,7558,30,Demo,Negative,2026-01-08
9965,7754,11,Email,Positive,2025-10-21
9966,7120,44,Demo,Positive,2026-01-15
9967,9574,5,Call,Positive,2025-11-08
9968,5583,32,Call,Negative,2025-06-29
9969,1626,35,Email,Positive,2025-08-19
9970,4007,40,Call,Negative,2026-04-22
9971,9648,39,Meeting,Negative,2025-11-22
9972,7341,13,Email,Neutral,2025-09-18
9973,4688,39,Demo,Neutral,2025-12-13
9974,7851,38,Call,Negative,2025-06-28
9975,7231,40,Call,Positive,2025-06-21
9976,4824,16,Meeting,Positive,2025-09-23
9977,9346,20,Meeting,Neutral,2025-10-29
9978,4022,20,Meeting,Positive,2025-06-30
9979,875,10,Demo,Negative,2026-05-09
9980,7346,37,Demo,Neutral,2025-07-21
9981,1062,23,Email,Negative,2025-07-26
9982,9322,30,Meeting,Positive,2026-04-23
9983,1795,19,Meeting,Negative,2026-01-28
9984,8461,17,Meeting,Negative,2025-11-30
9985,545,43,Call,Positive,2025-12-20
9986,1159,19,Call,Negative,2026-01-01
9987,9275,26,Demo,Neutral,2026-04-24
9988,3894,2,Demo,Negative,2025-08-31
9989,3239,33,Call,Negative,2025-12-02
9990,2357,15,Email,Negative,2025-08-04
9991,4428,3,Meeting,Negative,2025-09-12
9992,5829,31,Meeting,Positive,2026-01-14
9993,5259,30,Demo,Positive,2026-02-18
9994,1757,10,Call,Neutral,2026-03-25
9995,377,28,Email,Neutral,2026-02-19
9996,5895,6,Meeting,Neutral,2025-12-02
9997,9697,23,Demo,Neutral,2026-04-29
9998,4382,22,Call,Negative,2026-04-25
9999,2961,15,Meeting,Positive,2025-09-30
10000,5951,13,Call,Negative,2025-10-31
10001,3260,46,Email,Positive,2026-04-27
10002,3011,49,Email,Positive,2025-11-22
10003,7854,48,Call,Neutral,2026-03-14
10004,7679,24,Email,Negative,2025-12-25
10005,8738,27,Demo,Negative,2026-04-20
10006,9125,14,Email,Negative,2026-02-26
10007,8997,38,Email,Neutral,2026-04-28
10008,535,8,Call,Neutral,2025-08-23
10009,8030,30,Meeting,Positive,2026-06-01
10010,5302,16,Email,Neutral,2026-01-20
10011,2709,32,Meeting,Neutral,2025-12-21
10012,1235,8,Email,Negative,2025-08-13
10013,7824,4,Call,Positive,2026-06-12
10014,1151,25,Demo,Neutral,2026-05-06
10015,3279,18,Demo,Positive,2025-12-10
10016,615,48,Email,Negative,2026-01-02
10017,4191,23,Call,Negative,2026-05-08
10018,8229,48,Call,Positive,2026-05-16
10019,3394,17,Call,Neutral,2025-07-07
10020,6461,41,Email,Neutral,2025-07-07
10021,9507,18,Call,Negative,2026-05-27
10022,3425,13,Call,Negative,2025-07-13
10023,6661,35,Meeting,Neutral,2026-04-14
10024,5235,30,Email,Neutral,2026-04-06
10025,53,28,Demo,Positive,2025-07-14
10026,3053,42,Demo,Negative,2026-04-12
10027,168,22,Demo,Neutral,2025-10-25
10028,882,37,Call,Neutral,2025-08-15
10029,3809,31,Meeting,Positive,2025-07-19
10030,3660,26,Call,Neutral,2025-12-27
10031,6739,10,Call,Positive,2026-05-30
10032,1160,47,Email,Positive,2025-09-14
10033,9918,50,Demo,Negative,2025-07-05
10034,9558,32,Meeting,Positive,2025-11-14
10035,4868,43,Call,Negative,2026-01-26
10036,5915,17,Demo,Negative,2026-03-22
10037,7290,24,Call,Negative,2025-10-09
10038,2307,11,Demo,Negative,2025-12-18
10039,8626,7,Call,Neutral,2026-06-06
10040,5022,10,Email,Neutral,2026-04-19
10041,4200,16,Meeting,Negative,2026-02-13
10042,4849,33,Demo,Positive,2026-03-15
10043,2936,5,Meeting,Neutral,2025-12-26
10044,3891,39,Demo,Negative,2026-02-23
10045,9931,4,Email,Positive,2025-12-12
10046,4756,18,Call,Negative,2025-10-05
10047,8283,17,Email,Neutral,2025-12-23
10048,6162,37,Demo,Negative,2025-08-20
10049,6869,37,Call,Positive,2025-07-29
10050,318,23,Call,Positive,2025-07-18
10051,7695,8,Call,Neutral,2025-10-09
10052,6019,7,Meeting,Positive,2025-12-22
10053,6780,8,Email,Neutral,2026-06-01
10054,4936,43,Email,Neutral,2025-08-17
10055,2785,19,Demo,Negative,2025-09-26
10056,1195,49,Demo,Positive,2025-10-12
10057,3013,10,Email,Neutral,2026-02-27
10058,7757,36,Email,Positive,2026-05-29
10059,3785,15,Call,Negative,2026-03-13
10060,5166,49,Meeting,Positive,2025-09-06
10061,7920,13,Call,Negative,2025-06-27
10062,6333,36,Email,Positive,2026-04-02
10063,6550,41,Email,Negative,2025-10-03
10064,1046,5,Email,Positive,2025-12-06
10065,4144,4,Call,Negative,2026-03-15
10066,411,24,Meeting,Positive,2026-01-13
10067,2204,41,Demo,Neutral,2026-05-13
10068,4764,3,Email,Positive,2026-05-27
10069,1773,12,Email,Positive,2025-10-23
10070,112,10,Meeting,Neutral,2025-06-30
10071,2143,10,Call,Neutral,2026-04-25
10072,245,32,Call,Neutral,2025-12-05
10073,3988,16,Demo,Positive,2026-03-03
10074,4835,26,Call,Positive,2025-10-27
10075,2728,15,Email,Positive,2026-01-01
10076,6744,46,Email,Negative,2025-08-22
10077,1845,36,Call,Neutral,2026-04-14
10078,1636,34,Meeting,Negative,2025-08-03
10079,9592,38,Meeting,Positive,2025-10-09
10080,1222,28,Call,Neutral,2026-01-21
10081,255,30,Demo,Negative,2026-05-22
10082,6820,16,Demo,Neutral,2025-11-19
10083,3012,40,Meeting,Neutral,2025-08-22
10084,8818,8,Meeting,Neutral,2025-12-10
10085,3168,1,Call,Neutral,2026-05-18
10086,1210,17,Demo,Negative,2025-11-28
10087,4355,41,Call,Neutral,2025-11-16
10088,1006,32,Call,Negative,2025-09-19
10089,8080,4,Email,Neutral,2025-12-14
10090,2524,30,Meeting,Neutral,2026-04-03
10091,7158,32,Call,Neutral,2025-08-12
10092,4087,43,Meeting,Negative,2026-02-03
10093,8322,22,Demo,Negative,2025-11-29
10094,3347,6,Email,Negative,2025-12-31
10095,3457,11,Email,Negative,2026-04-27
10096,5099,24,Call,Negative,2026-03-16
10097,378,29,Email,Negative,2025-12-17
10098,1335,40,Demo,Neutral,2026-06-01
10099,434,32,Demo,Negative,2025-07-23
10100,2907,20,Demo,Positive,2026-06-09
10101,1561,45,Call,Neutral,2025-06-17
10102,9428,1,Meeting,Positive,2026-05-21
10103,2142,21,Demo,Positive,2026-03-07
10104,1780,14,Call,Neutral,2025-10-26
10105,2665,14,Call,Negative,2026-06-01
10106,1262,50,Call,Negative,2025-06-27
10107,3459,27,Call,Negative,2025-09-13
10108,100,28,Call,Neutral,2025-11-29
10109,9164,9,Demo,Neutral,2025-10-17
10110,9051,15,Meeting,Positive,2025-12-06
10111,2161,28,Email,Negative,2025-09-13
10112,5931,31,Call,Neutral,2025-12-24
10113,8359,14,Demo,Neutral,2026-04-13
10114,105,12,Meeting,Positive,2026-02-12
10115,6321,10,Demo,Positive,2025-10-05
10116,5469,46,Demo,Negative,2026-05-03
10117,9922,35,Email,Neutral,2026-01-15
10118,1176,29,Meeting,Neutral,2025-09-23
10119,2097,11,Demo,Neutral,2026-05-13
10120,5958,37,Call,Positive,2025-10-25
10121,8567,42,Demo,Neutral,2026-03-03
10122,9777,6,Demo,Neutral,2026-05-23
10123,7893,31,Meeting,Negative,2025-06-21
10124,9655,15,Meeting,Positive,2026-02-06
10125,6372,33,Email,Positive,2025-08-25
10126,5815,35,Demo,Neutral,2025-12-20
10127,7450,18,Meeting,Positive,2025-08-15
10128,3930,24,Email,Negative,2026-01-21
10129,734,49,Demo,Positive,2025-11-12
10130,7150,45,Email,Positive,2025-07-12
10131,2653,43,Email,Positive,2026-01-26
10132,8864,32,Email,Negative,2025-11-17
10133,5408,12,Meeting,Neutral,2025-08-17
10134,9356,48,Call,Negative,2025-10-01
10135,7001,48,Meeting,Negative,2026-01-10
10136,9454,46,Meeting,Neutral,2026-03-06
10137,5815,9,Meeting,Neutral,2026-03-27
10138,7453,3,Call,Positive,2026-05-27
10139,6113,18,Meeting,Neutral,2025-08-25
10140,5299,14,Meeting,Neutral,2025-07-05
10141,8466,8,Demo,Negative,2026-01-09
10142,8105,29,Meeting,Neutral,2025-10-07
10143,126,47,Call,Positive,2025-07-23
10144,1964,26,Demo,Neutral,2025-10-30
10145,7044,4,Call,Negative,2025-12-30
